pdf,study,field,status,priority,legacy_value_json,legacy_normalized_json,llm_a_value_json,llm_a_normalized_json,llm_b_value_json,llm_b_normalized_json,agreement_pattern,reviewed_value_json,decision_status,reviewer,decision_reason,evidence_quote,page,notes,suggested_value_json,suggested_source,suggestion_confidence,suggested_decision_status,review_action,suggestion_reason,needs_pdf_check,alignment_issue,alignment_evidence
Garcia 2020 - INTERVENCION_MEDIANTE_EXPOSICION.pdf,Ruiz Garcia 2020,Ethnicity / Race,one_source_only,medium,"""NR""","[""not reported""]",null,[],null,[],only one source has a non-empty value,,,,,,,,"""NR""",legacy,low,candidate_legacy_only,check_pdf_one_source_only,Only one source has a non-empty value; source PDF must be checked.,yes,,
Geuke 2019.pdf,Geuke 2019,Ethnicity / Race,one_source_only,medium,null,[],null,[],"""NR""","[""not reported""]",only one source has a non-empty value,,,,,,,,"""NR""",llm_b,low,candidate_llm_b_only,check_pdf_one_source_only,Only one source has a non-empty value; source PDF must be checked.,yes,,
Goodall 2017.pdf,Goodall 2017,Ethnicity / Race,one_source_only,medium,"""NR""","[""not reported""]",null,[],null,[],only one source has a non-empty value,,,,,,,,"""NR""",legacy,low,candidate_legacy_only,check_pdf_one_source_only,Only one source has a non-empty value; source PDF must be checked.,yes,,
Hendriks 2017 - Child Psychology Psychiatry - Intensive prolonged exposure treatment for adolescent complex posttraumatic.pdf,Hendriks 2017,Ethnicity / Race,one_source_only,medium,"""NR""","[""not reported""]",null,[],null,[],only one source has a non-empty value,,,,,,,,"""NR""",legacy,low,candidate_legacy_only,check_pdf_one_source_only,Only one source has a non-empty value; source PDF must be checked.,yes,,
Howard-Kendall 1996.pdf,Howard-Kendall 1996,Ethnicity / Race,one_source_only,medium,"""NR""","[""not reported""]",null,[],null,[],only one source has a non-empty value,,,,,,,,"""NR""",legacy,low,candidate_legacy_only,check_pdf_one_source_only,Only one source has a non-empty value; source PDF must be checked.,yes,,
Kane 1989.pdf,Kane 1989,Ethnicity / Race,one_source_only,medium,"""NR""","[""not reported""]",null,[],null,[],only one source has a non-empty value,,,,,,,,"""NR""",legacy,low,candidate_legacy_only,check_pdf_one_source_only,Only one source has a non-empty value; source PDF must be checked.,yes,,
Leigh 2016.pdf,Leigh 2016,Ethnicity / Race,one_source_only,medium,"""NR""","[""not reported""]",null,[],null,[],only one source has a non-empty value,,,,,,,,"""NR""",legacy,low,candidate_legacy_only,check_pdf_one_source_only,Only one source has a non-empty value; source PDF must be checked.,yes,,
Lumpkin 2002.pdf,Lumpkin 2002,Ethnicity / Race,one_source_only,medium,"""NR""","[""not reported""]",null,[],null,[],only one source has a non-empty value,,,,,,,,"""NR""",legacy,low,candidate_legacy_only,check_pdf_one_source_only,Only one source has a non-empty value; source PDF must be checked.,yes,,
Maric 2015 - Evaluating statistical and clinical significance of intervention effects in single-case. experimental designs.pdf,Maric 2015,Ethnicity / Race,one_source_only,medium,"""NR""","[""not reported""]",null,[],null,[],only one source has a non-empty value,,,,,,,,"""NR""",legacy,low,candidate_legacy_only,check_pdf_one_source_only,Only one source has a non-empty value; source PDF must be checked.,yes,,
Nelissen 1995.pdf,Nelissen 1995,Ethnicity / Race,one_source_only,medium,"""NR""","[""not reported""]",null,[],null,[],only one source has a non-empty value,,,,,,,,"""NR""",legacy,low,candidate_legacy_only,check_pdf_one_source_only,Only one source has a non-empty value; source PDF must be checked.,yes,,
O'Reilly 2008 -examination-of-a-social-problem-solving-intervention-to-treat-selective-mutism.pdf,O'Reilly 2008,Ethnicity / Race,one_source_only,medium,"""Irish""","[""irish""]",null,[],null,[],only one source has a non-empty value,,,,,,,,"""Irish""",legacy,low,candidate_legacy_only,check_pdf_one_source_only,Only one source has a non-empty value; source PDF must be checked.,yes,,
Olivier 2021.pdf,Olivier 2021,Ethnicity / Race,one_source_only,medium,"""NR""","[""not reported""]",null,[],null,[],only one source has a non-empty value,,,,,,,,"""NR""",legacy,low,candidate_legacy_only,check_pdf_one_source_only,Only one source has a non-empty value; source PDF must be checked.,yes,,
Quero 2014 - Lastecnologasdelainformacinylacomunicacineneltratamientodelafobiaaanimalespequeosenlainfancia.pdf,Quero 2014,Ethnicity / Race,one_source_only,medium,"""NR""","[""not reported""]",null,[],null,[],only one source has a non-empty value,,,,,,,,"""NR""",legacy,low,candidate_legacy_only,check_pdf_one_source_only,Only one source has a non-empty value; source PDF must be checked.,yes,,
Salazar 2020 -  Acceptance and commitment therapy focused on repetitive negative thinking for child depression.pdf,Salazar 2020,Ethnicity / Race,one_source_only,medium,"""NR""","[""not reported""]",null,[],null,[],only one source has a non-empty value,,,,,,,,"""NR""",legacy,low,candidate_legacy_only,check_pdf_one_source_only,Only one source has a non-empty value; source PDF must be checked.,yes,,
Simons 2016.pdf,Simons 2016,Ethnicity / Race,one_source_only,medium,"""german""","[""german""]",null,[],null,[],only one source has a non-empty value,,,,,,,,"""german""",legacy,low,candidate_legacy_only,check_pdf_one_source_only,Only one source has a non-empty value; source PDF must be checked.,yes,,
Yorke 2013 - Equine-assisted therapy and its impact on cortisol levels of children and horses  a pilot study and meta-analysis.pdf,Yorke 2013,Ethnicity / Race,one_source_only,medium,"""NR""","[""not reported""]",null,[],null,[],only one source has a non-empty value,,,,,,,,"""NR""",legacy,low,candidate_legacy_only,check_pdf_one_source_only,Only one source has a non-empty value; source PDF must be checked.,yes,,
Bechor 2014.pdf,Bechor 2014,Frequent assessment specific symptom,one_source_only,medium,null,[],null,[],"""anxiety severity/interference""","[""anxiety severity/interference""]",only one source has a non-empty value,,,,,,,,"""anxiety severity/interference""",llm_b,low,candidate_llm_b_only,check_pdf_one_source_only,Only one source has a non-empty value; source PDF must be checked.,yes,,
Bowyer 2014.pdf,Bowyer 2014,Frequent assessment specific symptom,one_source_only,medium,null,[],null,[],"""PTSD, depression, shame, self-attacking, ability to self-soothe/reassure""","[""ptsd, depression, shame, self-attacking, ability to self-soothe/reassure""]",only one source has a non-empty value,,,,,,,,"""PTSD, depression, shame, self-attacking, ability to self-soothe/reassure""",llm_b,low,candidate_llm_b_only,check_pdf_one_source_only,Only one source has a non-empty value; source PDF must be checked.,yes,,
Cooper-Vince 2016.pdf,Cooper-Vince 2016,Frequent assessment specific symptom,one_source_only,medium,null,[],null,[],"""fear ratings on Fear Hierarchy""","[""fear ratings on fear hierarchy""]",only one source has a non-empty value,,,,,,,,"""fear ratings on Fear Hierarchy""",llm_b,low,candidate_llm_b_only,check_pdf_one_source_only,Only one source has a non-empty value; source PDF must be checked.,yes,,
Cunningham 2009.pdf,Cunningham 2009,Frequent assessment specific symptom,one_source_only,medium,null,[],null,[],"""main fear anxiety rating""","[""main fear anxiety rating""]",only one source has a non-empty value,,,,,,,,"""main fear anxiety rating""",llm_b,low,candidate_llm_b_only,check_pdf_one_source_only,Only one source has a non-empty value; source PDF must be checked.,yes,,
Eckshtain 2009 - Assessing Outcome in Cognitive Behavior Therapy for Child Depression  An Illustrative Case Series.pdf,Eckshtain 2009,Frequent assessment specific symptom,one_source_only,medium,null,[],null,[],"""child-reported depressive symptoms via CDI-Short Form""","[""child-reported depressive symptoms via cdi-short form""]",only one source has a non-empty value,,,,,,,,"""child-reported depressive symptoms via CDI-Short Form""",llm_b,low,candidate_llm_b_only,check_pdf_one_source_only,Only one source has a non-empty value; source PDF must be checked.,yes,,
Ehrenreich 2009.pdf,Ehrenreich 2009,Frequent assessment specific symptom,one_source_only,medium,null,[],null,[],"""anxiety and depression symptoms""","[""anxiety and depression symptoms""]",only one source has a non-empty value,,,,,,,,"""anxiety and depression symptoms""",llm_b,low,candidate_llm_b_only,check_pdf_one_source_only,Only one source has a non-empty value; source PDF must be checked.,yes,,
Eisen 1998 - Prescriptive treatment for generalized anxiety disorder in children.pdf,Eisen 1998,Frequent assessment specific symptom,one_source_only,medium,null,[],null,[],"[""cognitive symptoms"", ""somatic symptoms""]","[""cognitive symptoms"", ""somatic symptoms""]",only one source has a non-empty value,,,,,,,,"[""cognitive symptoms"", ""somatic symptoms""]",llm_b,low,candidate_llm_b_only,check_pdf_one_source_only,Only one source has a non-empty value; source PDF must be checked.,yes,,
Farrell 1998 - Cognitive behavioral interventions for sexually abused children exhibiting PTSD symptomatology.pdf,Farrell 1998,Frequent assessment specific symptom,one_source_only,medium,null,[],null,[],"""PTSD symptomatology, depressive symptoms, anxious symptoms""","[""ptsd symptomatology, depressive symptoms, anxious symptoms""]",only one source has a non-empty value,,,,,,,,"""PTSD symptomatology, depressive symptoms, anxious symptoms""",llm_b,low,candidate_llm_b_only,check_pdf_one_source_only,Only one source has a non-empty value; source PDF must be checked.,yes,,
Feather 2009.pdf,Feather 2009,Frequent assessment specific symptom,one_source_only,medium,null,[],null,[],"""PTSD symptoms (CPTS-RI), coping ability (CQ)""","[""ptsd symptoms (cpts-ri), coping ability (cq)""]",only one source has a non-empty value,,,,,,,,"""PTSD symptoms (CPTS-RI), coping ability (CQ)""",llm_b,low,candidate_llm_b_only,check_pdf_one_source_only,Only one source has a non-empty value; source PDF must be checked.,yes,,
Frame 1982 - Behavioral treatment of depression in a prepubertal child.pdf,Frame 1982,Frequent assessment specific symptom,one_source_only,medium,null,[],null,[],"[""inappropriate body position"", ""lack of eye contact"", ""poor speech quality"", ""bland affect""]","[""bland affect"", ""inappropriate body position"", ""lack of eye contact"", ""poor speech quality""]",only one source has a non-empty value,,,,,,,,"[""inappropriate body position"", ""lack of eye contact"", ""poor speech quality"", ""bland affect""]",llm_b,low,candidate_llm_b_only,check_pdf_one_source_only,Only one source has a non-empty value; source PDF must be checked.,yes,,
Francis 2021.pdf,Francis 2021,Frequent assessment specific symptom,one_source_only,medium,null,[],null,[],"[""reading accuracy"", ""reading fluency"", ""reading comprehension"", ""anxiety disorders"", ""anxiety symptoms""]","[""anxiety disorders"", ""anxiety symptoms"", ""reading accuracy"", ""reading comprehension"", ""reading fluency""]",only one source has a non-empty value,,,,,,,,"[""reading accuracy"", ""reading fluency"", ""reading comprehension"", ""anxiety disorders"", ""anxiety symptoms""]",llm_b,low,candidate_llm_b_only,check_pdf_one_source_only,Only one source has a non-empty value; source PDF must be checked.,yes,,
Gaynor 2008.pdf,Gaynor 2008,Frequent assessment specific symptom,one_source_only,medium,null,[],null,[],"""Beck Depression Inventory-II (BDI-II)""","[""beck depression inventory-ii (bdi-ii)""]",only one source has a non-empty value,,,,,,,,"""Beck Depression Inventory-II (BDI-II)""",llm_b,low,candidate_llm_b_only,check_pdf_one_source_only,Only one source has a non-empty value; source PDF must be checked.,yes,,
Geuke 2019.pdf,Geuke 2019,Frequent assessment specific symptom,one_source_only,medium,null,[],null,[],"[""Anxiety level"", ""Coping skills""]","[""anxiety level"", ""coping skills""]",only one source has a non-empty value,,,,,,,,"[""Anxiety level"", ""Coping skills""]",llm_b,low,candidate_llm_b_only,check_pdf_one_source_only,Only one source has a non-empty value; source PDF must be checked.,yes,,
Hendriks 2017 - Child Psychology Psychiatry - Intensive prolonged exposure treatment for adolescent complex posttraumatic.pdf,Hendriks 2017,Frequent assessment specific symptom,one_source_only,medium,null,[],null,[],"""UCLA PTSD Reaction Index (UCLA PTSD-RI)""","[""ucla ptsd reaction index (ucla ptsd-ri)""]",only one source has a non-empty value,,,,,,,,"""UCLA PTSD Reaction Index (UCLA PTSD-RI)""",llm_b,low,candidate_llm_b_only,check_pdf_one_source_only,Only one source has a non-empty value; source PDF must be checked.,yes,,
Jacob 2013.pdf,Jacob 2013,Frequent assessment specific symptom,one_source_only,medium,null,[],null,[],"""depression severity (CDRS-R, BDI-II, CGI-S)""","[""depression severity (cdrs-r, bdi-ii, cgi-s)""]",only one source has a non-empty value,,,,,,,,"""depression severity (CDRS-R, BDI-II, CGI-S)""",llm_b,low,candidate_llm_b_only,check_pdf_one_source_only,Only one source has a non-empty value; source PDF must be checked.,yes,,
Leger 2003.pdf,Leger 2003,Frequent assessment specific symptom,one_source_only,medium,null,[],null,[],"""time spent worrying""","[""time spent worrying""]",only one source has a non-empty value,,,,,,,,"""time spent worrying""",llm_b,low,candidate_llm_b_only,check_pdf_one_source_only,Only one source has a non-empty value; source PDF must be checked.,yes,,
Lumpkin 2002.pdf,Lumpkin 2002,Frequent assessment specific symptom,one_source_only,medium,null,[],null,[],"""global anxiety severity ratings""","[""global anxiety severity ratings""]",only one source has a non-empty value,,,,,,,,"""global anxiety severity ratings""",llm_b,low,candidate_llm_b_only,check_pdf_one_source_only,Only one source has a non-empty value; source PDF must be checked.,yes,,
Malboeuf-Hurtubise 2017.pdf,Malboeuf-Hurtubise 2017,Frequent assessment specific symptom,one_source_only,medium,null,[],null,[],"[""Anxiety symptoms"", ""Depression symptoms"", ""Mindfulness scores""]","[""anxiety symptoms"", ""depression symptoms"", ""mindfulness scores""]",only one source has a non-empty value,,,,,,,,"[""Anxiety symptoms"", ""Depression symptoms"", ""Mindfulness scores""]",llm_b,low,candidate_llm_b_only,check_pdf_one_source_only,Only one source has a non-empty value; source PDF must be checked.,yes,,
Maric 2015 - Evaluating statistical and clinical significance of intervention effects in single-case. experimental designs.pdf,Maric 2015,Frequent assessment specific symptom,one_source_only,medium,null,[],null,[],"[""anxious feelings"", ""anxious thoughts"", ""avoidance"", ""negative automatic thoughts"", ""positive automatic thoughts"", ""self-efficacy""]","[""anxious feelings"", ""anxious thoughts"", ""avoidance"", ""negative automatic thoughts"", ""positive automatic thoughts"", ""self-efficacy""]",only one source has a non-empty value,,,,,,,,"[""anxious feelings"", ""anxious thoughts"", ""avoidance"", ""negative automatic thoughts"", ""positive automatic thoughts"", ""self-efficacy""]",llm_b,low,candidate_llm_b_only,check_pdf_one_source_only,Only one source has a non-empty value; source PDF must be checked.,yes,,
Nelissen 1995.pdf,Nelissen 1995,Frequent assessment specific symptom,one_source_only,medium,null,[],null,[],"""spider fear""","[""spider fear""]",only one source has a non-empty value,,,,,,,,"""spider fear""",llm_b,low,candidate_llm_b_only,check_pdf_one_source_only,Only one source has a non-empty value; source PDF must be checked.,yes,,
Oar 2015 - One session treatment for specific phobias.pdf,Oar 2015,Frequent assessment specific symptom,one_source_only,medium,null,[],null,[],"""fear of injections, blood, fainting, disgust""","[""fear of injections, blood, fainting, disgust""]",only one source has a non-empty value,,,,,,,,"""fear of injections, blood, fainting, disgust""",llm_b,low,candidate_llm_b_only,check_pdf_one_source_only,Only one source has a non-empty value; source PDF must be checked.,yes,,
Ollendick 2021 - Adaptation of one-session treatment for specific phobias for children with autism spectrum disorder using a non-concurrent multiple baseline design.pdf,Ollendick 2021,Frequent assessment specific symptom,one_source_only,medium,null,[],null,[],"""specific phobia fear levels""","[""specific phobia fear levels""]",only one source has a non-empty value,,,,,,,,"""specific phobia fear levels""",llm_b,low,candidate_llm_b_only,check_pdf_one_source_only,Only one source has a non-empty value; source PDF must be checked.,yes,,
Pasquinelli 2009 - The Efficacy of Treating Adolescent Depression with Interpersonal.pdf,Pasquinelli 2009,Frequent assessment specific symptom,one_source_only,medium,null,[],null,[],"""depressive symptoms""","[""depressive symptoms""]",only one source has a non-empty value,,,,,,,,"""depressive symptoms""",llm_b,low,candidate_llm_b_only,check_pdf_one_source_only,Only one source has a non-empty value; source PDF must be checked.,yes,,
Pathak 2005.pdf,Pathak 2005,Frequent assessment specific symptom,one_source_only,medium,null,[],null,[],"""Clinical Global Impression - Improvement (CGI-I)""","[""clinical global impression - improvement (cgi-i)""]",only one source has a non-empty value,,,,,,,,"""Clinical Global Impression - Improvement (CGI-I)""",llm_b,low,candidate_llm_b_only,check_pdf_one_source_only,Only one source has a non-empty value; source PDF must be checked.,yes,,
Salazar 2020 -  Acceptance and commitment therapy focused on repetitive negative thinking for child depression.pdf,Salazar 2020,Frequent assessment specific symptom,one_source_only,medium,null,[],null,[],"""psychological inflexibility, repetitive negative thinking""","[""psychological inflexibility, repetitive negative thinking""]",only one source has a non-empty value,,,,,,,,"""psychological inflexibility, repetitive negative thinking""",llm_b,low,candidate_llm_b_only,check_pdf_one_source_only,Only one source has a non-empty value; source PDF must be checked.,yes,,
Santucci 2009.pdf,Santucci 2009,Frequent assessment specific symptom,one_source_only,medium,null,[],null,[],"""separation anxiety""","[""separation anxiety""]",only one source has a non-empty value,,,,,,,,"""separation anxiety""",llm_b,low,candidate_llm_b_only,check_pdf_one_source_only,Only one source has a non-empty value; source PDF must be checked.,yes,,
Simons 2016.pdf,Simons 2016,Frequent assessment specific symptom,one_source_only,medium,null,[],null,[],"""fear of vomiting, worry, obsessive-compulsive symptoms, depression""","[""fear of vomiting, worry, obsessive-compulsive symptoms, depression""]",only one source has a non-empty value,,,,,,,,"""fear of vomiting, worry, obsessive-compulsive symptoms, depression""",llm_b,low,candidate_llm_b_only,check_pdf_one_source_only,Only one source has a non-empty value; source PDF must be checked.,yes,,
Storch 2015 - A Case Series of Cognitive-Behavioral Therapy Augmentation of Antidepressant Medication for Anxiety in Children With Autism Spectrum Disorders.pdf,Storch 2015,Frequent assessment specific symptom,one_source_only,medium,null,[],null,[],"""anxiety severity""","[""anxiety severity""]",only one source has a non-empty value,,,,,,,,"""anxiety severity""",llm_b,low,candidate_llm_b_only,check_pdf_one_source_only,Only one source has a non-empty value; source PDF must be checked.,yes,,
Suveg 2006.pdf,Suveg 2006,Frequent assessment specific symptom,one_source_only,medium,null,[],null,[],"""anxious symptomatology, emotion understanding, emotion regulation skills""","[""anxious symptomatology, emotion understanding, emotion regulation skills""]",only one source has a non-empty value,,,,,,,,"""anxious symptomatology, emotion understanding, emotion regulation skills""",llm_b,low,candidate_llm_b_only,check_pdf_one_source_only,Only one source has a non-empty value; source PDF must be checked.,yes,,
Taylor 2011.pdf,Taylor 2011,Frequent assessment specific symptom,one_source_only,medium,null,[],null,[],"""PTSD symptoms""","[""ptsd symptoms""]",only one source has a non-empty value,,,,,,,,"""PTSD symptoms""",llm_b,low,candidate_llm_b_only,check_pdf_one_source_only,Only one source has a non-empty value; source PDF must be checked.,yes,,
Waters 2008.pdf,Waters 2008,Frequent assessment specific symptom,one_source_only,medium,null,[],null,[],"""generalized anxiety disorder symptoms""","[""generalized anxiety disorder symptoms""]",only one source has a non-empty value,,,,,,,,"""generalized anxiety disorder symptoms""",llm_b,low,candidate_llm_b_only,check_pdf_one_source_only,Only one source has a non-empty value; source PDF must be checked.,yes,,
Bechor 2014.pdf,Bechor 2014,Frequent assessment variable broad category,one_source_only,medium,null,[],null,[],"""anxiety symptoms""","[""anxiety symptoms""]",only one source has a non-empty value,,,,,,,,"""anxiety symptoms""",llm_b,low,candidate_llm_b_only,check_pdf_one_source_only,Only one source has a non-empty value; source PDF must be checked.,yes,,
Bowyer 2014.pdf,Bowyer 2014,Frequent assessment variable broad category,one_source_only,medium,null,[],null,[],"""PTSD symptoms, depressive symptoms, shame, self-criticism, self-reassurance""","[""ptsd symptoms, depressive symptoms, shame, self-criticism, self-reassurance""]",only one source has a non-empty value,,,,,,,,"""PTSD symptoms, depressive symptoms, shame, self-criticism, self-reassurance""",llm_b,low,candidate_llm_b_only,check_pdf_one_source_only,Only one source has a non-empty value; source PDF must be checked.,yes,,
Cooper-Vince 2016.pdf,Cooper-Vince 2016,Frequent assessment variable broad category,one_source_only,medium,null,[],null,[],"""anxiety symptoms""","[""anxiety symptoms""]",only one source has a non-empty value,,,,,,,,"""anxiety symptoms""",llm_b,low,candidate_llm_b_only,check_pdf_one_source_only,Only one source has a non-empty value; source PDF must be checked.,yes,,
Cunningham 2009.pdf,Cunningham 2009,Frequent assessment variable broad category,one_source_only,medium,null,[],null,[],"""anxiety symptoms""","[""anxiety symptoms""]",only one source has a non-empty value,,,,,,,,"""anxiety symptoms""",llm_b,low,candidate_llm_b_only,check_pdf_one_source_only,Only one source has a non-empty value; source PDF must be checked.,yes,,
Ehrenreich 2009.pdf,Ehrenreich 2009,Frequent assessment variable broad category,one_source_only,medium,null,[],null,[],"""emotional disorder symptoms""","[""emotional disorder symptoms""]",only one source has a non-empty value,,,,,,,,"""emotional disorder symptoms""",llm_b,low,candidate_llm_b_only,check_pdf_one_source_only,Only one source has a non-empty value; source PDF must be checked.,yes,,
Francis 2021.pdf,Francis 2021,Frequent assessment variable broad category,one_source_only,medium,null,[],null,[],"""reading and anxiety""","[""reading and anxiety""]",only one source has a non-empty value,,,,,,,,"""reading and anxiety""",llm_b,low,candidate_llm_b_only,check_pdf_one_source_only,Only one source has a non-empty value; source PDF must be checked.,yes,,
Geuke 2019.pdf,Geuke 2019,Frequent assessment variable broad category,one_source_only,medium,null,[],null,[],"""Anxiety symptoms, Coping ability""","[""anxiety symptoms, coping ability""]",only one source has a non-empty value,,,,,,,,"""Anxiety symptoms, Coping ability""",llm_b,low,candidate_llm_b_only,check_pdf_one_source_only,Only one source has a non-empty value; source PDF must be checked.,yes,,
Jacob 2013.pdf,Jacob 2013,Frequent assessment variable broad category,one_source_only,medium,null,[],null,[],"""depressive symptoms""","[""depression symptoms""]",only one source has a non-empty value,,,,,,,,"""depressive symptoms""",llm_b,low,candidate_llm_b_only,check_pdf_one_source_only,Only one source has a non-empty value; source PDF must be checked.,yes,,
Leger 2003.pdf,Leger 2003,Frequent assessment variable broad category,one_source_only,medium,null,[],null,[],"""worry""","[""worry""]",only one source has a non-empty value,,,,,,,,"""worry""",llm_b,low,candidate_llm_b_only,check_pdf_one_source_only,Only one source has a non-empty value; source PDF must be checked.,yes,,
Lumpkin 2002.pdf,Lumpkin 2002,Frequent assessment variable broad category,one_source_only,medium,null,[],null,[],"""anxiety severity""","[""anxiety severity""]",only one source has a non-empty value,,,,,,,,"""anxiety severity""",llm_b,low,candidate_llm_b_only,check_pdf_one_source_only,Only one source has a non-empty value; source PDF must be checked.,yes,,
Maric 2015 - Evaluating statistical and clinical significance of intervention effects in single-case. experimental designs.pdf,Maric 2015,Frequent assessment variable broad category,one_source_only,medium,null,[],null,[],"""anxiety symptoms""","[""anxiety symptoms""]",only one source has a non-empty value,,,,,,,,"""anxiety symptoms""",llm_b,low,candidate_llm_b_only,check_pdf_one_source_only,Only one source has a non-empty value; source PDF must be checked.,yes,,
Nelissen 1995.pdf,Nelissen 1995,Frequent assessment variable broad category,one_source_only,medium,null,[],null,[],"""fear/anxiety""","[""fear/anxiety""]",only one source has a non-empty value,,,,,,,,"""fear/anxiety""",llm_b,low,candidate_llm_b_only,check_pdf_one_source_only,Only one source has a non-empty value; source PDF must be checked.,yes,,
Oar 2015 - One session treatment for specific phobias.pdf,Oar 2015,Frequent assessment variable broad category,one_source_only,medium,null,[],null,[],"""anxiety/fear""","[""anxiety/fear""]",only one source has a non-empty value,,,,,,,,"""anxiety/fear""",llm_b,low,candidate_llm_b_only,check_pdf_one_source_only,Only one source has a non-empty value; source PDF must be checked.,yes,,
Ollendick 2021 - Adaptation of one-session treatment for specific phobias for children with autism spectrum disorder using a non-concurrent multiple baseline design.pdf,Ollendick 2021,Frequent assessment variable broad category,one_source_only,medium,null,[],null,[],"""fear ratings""","[""fear ratings""]",only one source has a non-empty value,,,,,,,,"""fear ratings""",llm_b,low,candidate_llm_b_only,check_pdf_one_source_only,Only one source has a non-empty value; source PDF must be checked.,yes,,
Pathak 2005.pdf,Pathak 2005,Frequent assessment variable broad category,one_source_only,medium,null,[],null,[],"""depressive symptoms""","[""depression symptoms""]",only one source has a non-empty value,,,,,,,,"""depressive symptoms""",llm_b,low,candidate_llm_b_only,check_pdf_one_source_only,Only one source has a non-empty value; source PDF must be checked.,yes,,
Santucci 2009.pdf,Santucci 2009,Frequent assessment variable broad category,one_source_only,medium,null,[],null,[],"""anxiety symptoms""","[""anxiety symptoms""]",only one source has a non-empty value,,,,,,,,"""anxiety symptoms""",llm_b,low,candidate_llm_b_only,check_pdf_one_source_only,Only one source has a non-empty value; source PDF must be checked.,yes,,
Simons 2016.pdf,Simons 2016,Frequent assessment variable broad category,one_source_only,medium,null,[],null,[],"""anxiety, depression, metacognition""","[""anxiety, depression, metacognition""]",only one source has a non-empty value,,,,,,,,"""anxiety, depression, metacognition""",llm_b,low,candidate_llm_b_only,check_pdf_one_source_only,Only one source has a non-empty value; source PDF must be checked.,yes,,
Storch 2015 - A Case Series of Cognitive-Behavioral Therapy Augmentation of Antidepressant Medication for Anxiety in Children With Autism Spectrum Disorders.pdf,Storch 2015,Frequent assessment variable broad category,one_source_only,medium,null,[],null,[],"""anxiety""","[""anxiety symptoms""]",only one source has a non-empty value,,,,,,,,"""anxiety""",llm_b,low,candidate_llm_b_only,check_pdf_one_source_only,Only one source has a non-empty value; source PDF must be checked.,yes,,
Suveg 2006.pdf,Suveg 2006,Frequent assessment variable broad category,one_source_only,medium,null,[],null,[],"""anxiety symptoms and emotion regulation""","[""anxiety symptoms and emotion regulation""]",only one source has a non-empty value,,,,,,,,"""anxiety symptoms and emotion regulation""",llm_b,low,candidate_llm_b_only,check_pdf_one_source_only,Only one source has a non-empty value; source PDF must be checked.,yes,,
Waters 2008.pdf,Waters 2008,Frequent assessment variable broad category,one_source_only,medium,null,[],null,[],"""anxiety symptoms""","[""anxiety symptoms""]",only one source has a non-empty value,,,,,,,,"""anxiety symptoms""",llm_b,low,candidate_llm_b_only,check_pdf_one_source_only,Only one source has a non-empty value; source PDF must be checked.,yes,,
Malboeuf-Hurtubise 2017.pdf,Malboeuf-Hurtubise 2017,Gender,one_source_only,medium,"[""F"", ""M""]","[""female"", ""male""]",null,[],null,[],only one source has a non-empty value,,,,,,,,"[""F"", ""M""]",legacy,low,candidate_legacy_only,check_pdf_one_source_only,Only one source has a non-empty value; source PDF must be checked.,yes,,
Yorke 2013 - Equine-assisted therapy and its impact on cortisol levels of children and horses  a pilot study and meta-analysis.pdf,Yorke 2013,Gender,one_source_only,medium,"""NR""","[""not reported""]",null,[],null,[],only one source has a non-empty value,,,,,,,,"""NR""",legacy,low,candidate_legacy_only,check_pdf_one_source_only,Only one source has a non-empty value; source PDF must be checked.,yes,,
Barterian 2018 - An Examination of Fluoxetine for the Treatment of Selective Mutism Using a Nonconcurrent Multiple-Baseline Single-Case Design Across 5 Cases.pdf,Barterian 2018,Number of sessions,one_source_only,medium,"[12, 11, 10, 9, 8]","[""10"", ""11"", ""12"", ""8"", ""9""]",null,[],null,[],only one source has a non-empty value,,,,,,,,"[12, 11, 10, 9, 8]",legacy,low,candidate_legacy_only,check_pdf_one_source_only,Only one source has a non-empty value; source PDF must be checked.,yes,,
Hagopian 1993.pdf,Hagopian 1993,Number of sessions,one_source_only,medium,"""NR""","[""not reported""]",null,[],null,[],only one source has a non-empty value,,,,,,,,"""NR""",legacy,low,candidate_legacy_only,check_pdf_one_source_only,Only one source has a non-empty value; source PDF must be checked.,yes,,
Pathak 2005.pdf,Pathak 2005,Number of sessions,one_source_only,medium,"""NR""","[""not reported""]",null,[],null,[],only one source has a non-empty value,,,,,,,,"""NR""",legacy,low,candidate_legacy_only,check_pdf_one_source_only,Only one source has a non-empty value; source PDF must be checked.,yes,,
Barterian 2018 - An Examination of Fluoxetine for the Treatment of Selective Mutism Using a Nonconcurrent Multiple-Baseline Single-Case Design Across 5 Cases.pdf,Barterian 2018,Quality rating RoBiNT scale,one_source_only,medium,"""17, 5, 12""","[""17, 5, 12""]",null,[],null,[],only one source has a non-empty value,,,,,,,,"""17, 5, 12""",legacy,low,candidate_legacy_only,check_pdf_one_source_only,Only one source has a non-empty value; source PDF must be checked.,yes,,
Bechor 2014.pdf,Bechor 2014,Quality rating RoBiNT scale,one_source_only,medium,"""9, 2, 7""","[""9, 2, 7""]",null,[],null,[],only one source has a non-empty value,,,,,,,,"""9, 2, 7""",legacy,low,candidate_legacy_only,check_pdf_one_source_only,Only one source has a non-empty value; source PDF must be checked.,yes,,
